index,quote,tags
564,"Whatever comes,"" she said, ""cannot alter one thing. If I am a princess in rags and tatters, I can be a princess inside. It would be easy to be a princess if I were dressed in cloth of gold, but it is a great deal more of a triumph to be one all the time when no one knows it.",a-little-princess;frances-hodgson-burnett;inspirational;princess
565,The rights of every man are diminished when the rights of one man are threatened.,human-rights;inspirational;politics
566,"Life was meant to be lived, and curiosity must be kept alive. One must never, for whatever reason, turn his back on life.",inspirational;life
567,"Any intelligent fool can make things bigger, more complex, and more violent. It takes a touch of genius — and a lot of courage to move in the opposite direction.",complexity;elegance;genius;inspirational;simplicity;violence
568,"No! Try not. Do, or do not. There is no try.",humor;inspirational;jedi;life;philosophy;star-wars
569,?? ???? ??? ???? ???,inspirational;life
570,"You cannot change anyone, but you can be the reason someone changes.",change;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
571,The surest way to make your dreams come true is to live them.,dream;dream-comes-true;dreams;dreams-come-true;dreams-quotes;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;living-life;motivational;motivational-inspirational;positive-affirmation;positive-life;positive-thinking;positivity
572,"Do not stop thinking of life as an adventure. You have no security unless you can live bravely, excitingly, imaginatively; unless you can choose a challenge instead of competence.",inspirational;motivational;women
573,"Don't think. Thinking is the enemy of creativity. It's self-conscious and anything self-conscious is lousy. You can't ""try"" to do things. You simply ""must"" do things.",inspirational
574,"To have what you have never had, you have to do what you have never done.",action;courage-quotes;courageous;doing;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
575,"What's the world's greatest lie?... It's this: that at a certain point in our lives, we lose control of what's happening to us, and our lives become controlled by fate.",inspirational
576,"If you hang out with chickens, you're going to cluck and if you hang out with eagles, you're going to fly.",accountability;friends;inspirational;life;motivational;purpose;responsibility;success
577,Be melting snow,inspirational
578,Get Off The Scale,beauty;inspirational;life;motivational;scale;self-empowerment;self-image;weight-loss
579,You Are the Master of Your Attitud,attitude;choice;choices;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
580,"Bottom line is, even if you see 'em coming, you're not ready for the big moments. No one asks for their life to change, not really. But it does. So what are we, helpless? Puppets? No. The big moments are gonna come. You can't help that. It's what you do afterwards that counts. That's when you find out who you are.",buffy-the-vampire-slayer;changes;inspirational;life;self-determination;self-discovery;strength;whistler
581,"The universe is big, its vast and complicated, and ridiculous. And sometimes, very rarely, impossible things just happen and we call them miracles. And that's the theory. Nine hundred years, never seen one yet, but this would do me.",doctor-who;inspirational;miracles;pandorica-opens;universe
582,"Whenever something bad happens, keep calm, take a few deep breaths and shift the focus to something positive.",adversity;focus;inspiration;inspirational;inspirational-quotes;inspire;inspiring;keep-calm;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;stuck
583,The love that moves the sun and the other stars.,inspirational;love
584,"Never let the future disturb you. You will meet it, if you have to, with the same weapons of reason which today arm you against the present.",equanimity;future;inspirational;reason;stoic;stoicism;worry
585,"Of all creatures that breathe and move upon the earth, nothing is bred that is weaker than man.",inspirational;life
586,Everything's a risk. Not doing anything is a risk. It's up to you.,inspirational
587,It's the children the world almost breaks who grow up to save it.,breaking;children;hope;inspirational;inspiring;pith;save;world
588,If you have good thoughts they will shine out of your face like sunbeams and you will always look lovely.,happy;inspirational
589,"To call woman the weaker sex is a libel; it is man's injustice to woman. If by strength is meant brute strength, then, indeed, is woman less brute than man. If by strength is meant moral power, then woman is immeasurably man's superior. Has she not greater intuition, is she not more self-sacrificing, has she not greater powers of endurance, has she not greater courage? Without her, man could not be. If nonviolence is the law of our being, the future is with woman. Who can make a more effective appeal to the heart than woman?",empowerment;equality;feminist;gandhi;gender;inspirational;men;strength;women
